ENSG	ncbi_geneid	gene	ON_score	PD_log2fc1 (PMID:37347276)	PD_log2fc2 (PMID: 27611585)	PD_log2fc3 (PMID: 33390883)	TWAS	availability_association	Evidence	PD_score	gene2pubmed_score	PMIDs_PD	PMIDs_NCBI
ENSG00000109846	1410	CRYAB	24	NotFound	0.66247107	0.3865	NotFound	yes	OpenTargets	11	387	"10439447, 25683516, 36457352, 35245368, 11699557, 15236975, 28384305, 17327827, 23468831, 25629316, 29666155"	"838078, 1407707, 1525182, 1560006, 2294148, 2387586, 2539261, 2591958, 7498159, 8142454, 8175657, 8431633, 8619474, 8639509, 8889548, 8999933, 9110174, 9731540, 10217480, 10508479, 10625651, 10737800, 10751411, 10930324, 10995559, 11024455, 11076863, 11158243, 11256614, 11341940, 11369851, 11377425, 11577372, 11700327, 11771659, 11926998, 12060738, 12095619, 12140279, 12235146, 12468532, 12477932, 12501218, 12600716, 12601044, 12601813, 12646227, 12812987, 12837281, 12940843, 12965253, 14523008, 14532291, 14610128, 14676215, 14681890, 14743435, 14752512, 15004872, 15117944, 15168732, 15188402, 15236975, 15284238, 15308659, 15339919, 15382236, 15388868, 15489334, 15489336, 15511225, 15609325, 15639800, 15653686, 15817465, 15952936, 16049941, 16053447, 16142923, 16225851, 16274233, 16303126, 16368544, 16381901, 16395408, 16480679, 16483541, 16505043, 16581320, 16751613, 16760894, 16764341, 16817325, 16877416, 16893188, 17010329, 17022999, 17046756, 17056255, 17075130, 17081987, 17105203, 17258947, 17260942, 17387692, 17487982, 17551579, 17568699, 17590381, 17601350, 17655279, 17662998, 17693254, 17723105, 17909943, 17916631, 17940610, 17968656, 18004741, 18005258, 18061943, 18063749, 18095658, 18162431, 18164413, 18230612, 18330356, 18334940, 18343237, 18343407, 18401461, 18407958, 18543331, 18552382, 18604737, 18639655, 18669646, 18685083, 18692065, 18712293, 18810322, 18854154, 18941542, 18974385, 18977241, 18992912, 19041879, 19056867, 19116904, 19140694, 19205872, 19238749, 19272359, 19282282, 19343786, 19401464, 19451620, 19461931, 19464326, 19498098, 19558454, 19597569, 19616115, 19646995, 19651604, 19680556, 19767775, 19777343, 19799611, 20067552, 20104255, 20141356, 20197038, 20301672, 20378664, 20381070, 20535031, 20587334, 20668689, 20802487, 20804537, 20841355, 20863832, 21087083, 21152271, 21173272, 21224997, 21301993, 21357544, 21423662, 21423869, 21464278, 21768101, 21866213, 21873635, 21884203, 21905118, 21915251, 21920752, 21961594, 21980040, 21988832, 22085609, 22090033, 22096479, 22143763, 22153508, 22158051, 22210387, 22272318, 22417627, 22427585, 22463677, 22537749, 22655036, 22815750, 22877753, 22972503, 22982407, 22993064, 23005341, 23049853, 23055712, 23074197, 23077034, 23106396, 23150610, 23159935, 23188086, 23194663, 23225306, 23231769, 23269685, 23316005, 23340341, 23376485, 23414517, 23508955, 23532854, 23533145, 23542032, 23582651, 23590293, 23645685, 23818860, 23929007, 24023305, 24023879, 24072698, 24077282, 24132917, 24183572, 24275510, 24307592, 24337577, 24473683, 24589182, 24702231, 24711386, 24725344, 24793136, 24817638, 24859470, 24880201, 24945100, 24985029, 24997049, 25048725, 25195561, 25261722, 25337251, 25416956, 25449278, 25450505, 25557022, 25564856, 25601468, 25609649, 25683516, 25684139, 25694240, 25910212, 25962097, 26080000, 26116912, 26186194, 26341790, 26344197, 26351848, 26402864, 26415747, 26458046, 26464626, 26465331, 26620801, 26657544, 26777405, 26789112, 26878210, 26961874, 27105535, 27129211, 27206651, 27226619, 27260392, 27587396, 27641668, 28007594, 28130664, 28337642, 28470624, 28476624, 28493373, 28514442, 28640093, 28648665, 28796798, 28919577, 29408057, 29507222, 29520626, 29542021, 29566309, 29568061, 29656893, 29961565, 30082880, 30389787, 30513336, 30551876, 30567736, 30758948, 30804217, 30849387, 30920888, 31152111, 31226261, 31443698, 31481750, 31594818, 31638302, 31678106, 31702632, 31729431, 31829429, 32110827, 32296183, 32409323, 32417755, 32430178, 32520607, 32668633, 32687490, 32707033, 32814053, 33081971, 33111264, 33288678, 33314354, 33417871, 33607849, 33811585, 33834702, 33918165, 33961781, 34000384, 34086898, 34520490, 34732716, 34843556, 34959190, 35164412, 35209962, 35235182, 35302657, 35643282, 35914814, 36204880, 36215168, 37116845, 37196088, 37330131, 37511242, 37679796, 37772343, 37827485, 38203641"
ENSG00000101251	80343	SEL1L2	28	NotFound	-0.879231246	NotFound	NotFound	no	-	0	8	-	"12477932, 14729273, 16344560, 20379614, 21873635, 25002582, 29568061, 35384245"
ENSG00000099769	3483	IGFALS	27	NotFound	NotFound	NotFound	twas	no	-	0	67	-	"1379671, 1384485, 2473065, 9446566, 9497324, 9786878, 10512690, 10650966, 10823924, 11591653, 11914026, 12364447, 12477932, 14718574, 14762184, 15126567, 15616553, 16114275, 16335952, 16344560, 16404426, 17063263, 17546465, 17726072, 18029348, 18303074, 18349294, 18362293, 18463107, 18676680, 19056867, 19129715, 19170196, 19207313, 19453261, 19625176, 19729943, 20142246, 20155489, 20302654, 20591980, 20634197, 20734064, 20810604, 20943791, 21177759, 21216879, 21664162, 21873635, 22678306, 22689435, 23376485, 23488611, 23533145, 24335034, 24423360, 26344197, 26704943, 27018247, 28249955, 28389567, 29507755, 31834863, 33664485, 33961781, 34238413, 35559673"
ENSG00000132205	84034	EMILIN2	24	NotFound	-1.108508921	NotFound	NotFound	no	-	0	32	-	"11278945, 12477932, 14702039, 16751776, 17698584, 17988845, 19913121, 20360940, 20379614, 20628086, 21873635, 22268729, 22566882, 23593459, 23658023, 24161943, 24324551, 24374807, 25037231, 25445627, 25658937, 28327460, 28514442, 28675934, 29483644, 30544909, 30561431, 31586073, 33961781, 34048709, 34280481, 35588228"
ENSG00000112893	4124	MAN2A1	26	0.487966667	0.575026529	NotFound	NotFound	no	-	0	72	-	"1736542, 1757461, 1885615, 2187500, 2217175, 2283726, 2355006, 2541446, 2542563, 2649653, 2829950, 3099781, 3264072, 3922977, 8093218, 8218172, 8314846, 8524845, 8673525, 8892864, 9109416, 9230311, 9472029, 11158608, 11530211, 12477932, 12560567, 15004235, 16335952, 16435400, 17466984, 18174230, 18215327, 18314154, 18330979, 19056867, 19199708, 19277980, 19465480, 19946888, 20189245, 20379614, 20512086, 21525244, 21873635, 22939629, 23376485, 23533145, 23535033, 25056061, 26186194, 26344197, 27035259, 28245430, 28319085, 28366632, 28514442, 29117863, 29507755, 29509190, 31527615, 32403105, 32723834, 33022573, 33545068, 33845483, 33961781, 34709727, 35271311, 35696571, 36215168, 36966971"
ENSG00000198821	919	CD247	29	NotFound	-1.206551208	NotFound	NotFound	yes	OpenTargets	1	262	20972807	"1385158, 1385321, 1390434, 1454062, 1530920, 1532817, 1717577, 1825220, 2111780, 2138083, 2138330, 2145165, 2532305, 2845582, 2974162, 3478717, 3785426, 7509083, 7514106, 7517794, 7526385, 7528772, 7589084, 7629168, 7680960, 7737297, 7842742, 8125298, 8176201, 8366117, 8409430, 8417118, 8478617, 8621646, 8626561, 8647168, 8648092, 8656061, 8675217, 8681956, 8760790, 8809126, 8901551, 8906806, 8977276, 9036949, 9045614, 9047237, 9172452, 9185620, 9368621, 9448136, 9484780, 9485181, 9510190, 9575182, 9625766, 9677202, 9687533, 9743208, 9880255, 10224289, 10424441, 10449770, 10704231, 10722370, 10752619, 10799879, 11048639, 11349123, 11353765, 11390434, 11463741, 11525746, 11526404, 11572860, 11714771, 11827988, 11851345, 11891219, 11916964, 11920499, 11950832, 11978774, 12100036, 12110186, 12165490, 12176041, 12202152, 12356870, 12420108, 12421992, 12477932, 12522270, 12587826, 12731048, 12734410, 12755691, 12847689, 12902492, 12928398, 14523017, 14526327, 14550268, 14672952, 14715568, 14757743, 14967045, 15084271, 15144186, 15186530, 15274412, 15323357, 15489334, 15489916, 15592455, 15641485, 15659558, 15743765, 15749888, 15832366, 15879101, 15922712, 16049493, 16094384, 16337488, 16393980, 16418397, 16454711, 16461343, 16616055, 16672702, 16710414, 17001685, 17054067, 17055436, 17134238, 17134755, 17176095, 17255353, 17464179, 17652306, 17951997, 17997796, 18051367, 18174230, 18178846, 18207249, 18215426, 18320063, 18438604, 18463433, 18505733, 18714041, 18721908, 18787188, 19064610, 19082633, 19090773, 19201859, 19229850, 19259799, 19422667, 19536175, 19664385, 19710135, 19775377, 19898481, 20032419, 20118245, 20179761, 20190752, 20237496, 20383147, 20453842, 20637659, 20723304, 21383967, 21474487, 21669053, 21669059, 21750679, 21779181, 21873635, 21957439, 21988832, 22004975, 22221142, 22242145, 22292024, 22294642, 22345473, 22401598, 22536368, 22551306, 22798681, 22844345, 22911005, 22912825, 22922463, 23057733, 23228155, 23525753, 23559827, 23858057, 23861880, 23916875, 24204825, 24502978, 24552712, 24797614, 25241761, 25368105, 25448703, 25467409, 25513989, 25569266, 25661802, 25732729, 25947381, 25970543, 26134847, 26207425, 26390156, 26595239, 26783323, 27118209, 27230446, 27313329, 27716086, 27940592, 28442514, 28465009, 28550199, 28577136, 28652325, 28743717, 29338153, 29602774, 29703821, 29789755, 30064597, 30863395, 30976362, 31277366, 31461748, 31659016, 31861005, 32554516, 32814053, 33354577, 33578181, 33902375, 33925530, 33961781, 34623322, 34880861, 35289116, 35320345, 35388926, 35398668, 37567322"
ENSG00000117280	8934	RAB29	22	NotFound	NotFound	NotFound	twas	yes	"OpenTargets,PubChem,PubChem"	41	59	"32310270, 19915576, 27182965, 31701892, 25064009, 28892059, 29212815, 32201043, 21812739, 26914237, 25040112, 28245721, 22232350, 26344175, 23395371, 30647193, 31818509, 35676398, 37625589, 34011578, 30627666, 33941558, 24788816, 32508578, 33477664, 34335440, 27474410, 27925204, 29177506, 36116551, 31624137, 29125462, 33459343, 35266954, 29223392, 32709066, 27424887, 33044192, 25701813, 31864390, 26738859"	"8125298, 9284931, 12477932, 14720509, 15231747, 15489334, 16344560, 19056867, 19376974, 20683486, 21812739, 21873635, 22022256, 22042847, 22232350, 23376485, 23395371, 23820587, 24453475, 24510904, 24788816, 25040112, 25416956, 25767741, 26021297, 26344175, 26914237, 27432908, 28245721, 28334866, 28514442, 28656962, 28807727, 29177506, 29223392, 29395067, 29513927, 30037848, 31056421, 31515488, 31552791, 31624137, 31818509, 32296183, 32709066, 32877691, 33941558, 33957083, 33961781, 34079125, 34369648, 34432599, 34672954, 35266954, 35271311, 36116551, 36424410, 36966971, 37774976"
ENSG00000115884	6382	SDC1	26	NotFound	-0.965041911	NotFound	NotFound	no	-	0	429	-	"1339431, 1442271, 1644217, 1664683, 2173154, 2324102, 2519615, 7592855, 7592967, 7690138, 7959737, 8118875, 8125298, 8163535, 8570206, 8889548, 9050911, 9089390, 9111037, 9294130, 9342064, 9548182, 9565572, 9566955, 9660868, 9792716, 9857223, 10497173, 10506830, 11024024, 11168765, 11179419, 11567105, 11830493, 11877089, 12091355, 12144130, 12464176, 12477932, 12660231, 12749851, 12824007, 12879463, 12885232, 12902511, 12904296, 12920224, 12947106, 12975379, 14521955, 14630925, 14637022, 14645569, 14701864, 14744776, 14972511, 15126321, 15292202, 15297422, 15383330, 15459490, 15479743, 15489334, 15648090, 15728209, 15743035, 15770719, 15797855, 15886501, 15902740, 16007225, 16020957, 16132527, 16157597, 16247452, 16286510, 16341674, 16636895, 16720645, 16773719, 16778379, 16817962, 16840194, 16857657, 16884912, 16934308, 16945147, 16982797, 17149710, 17314405, 17339423, 17413980, 17431390, 17455248, 17579341, 17625591, 18006945, 18029348, 18064305, 18093920, 18190591, 18378436, 18386024, 18413760, 18450428, 18450755, 18542065, 18657535, 18694404, 18957427, 18976975, 18997617, 19010933, 19020713, 19029267, 19056867, 19073610, 19107206, 19126645, 19228696, 19251947, 19255147, 19305494, 19351365, 19420730, 19450993, 19456850, 19473447, 19581738, 19596856, 19632304, 19661268, 19696445, 19735958, 19802384, 19822079, 19859083, 19860843, 19866343, 19875451, 20008145, 20013319, 20036233, 20081059, 20083849, 20097882, 20181947, 20193112, 20200931, 20204274, 20237901, 20307537, 20361982, 20398359, 20430722, 20471559, 20477813, 20598296, 20683626, 20736897, 20927321, 20971705, 21114861, 21148276, 21257720, 21265098, 21317913, 21320038, 21327984, 21334435, 21414405, 21430259, 21454203, 21463121, 21623993, 21630196, 21731601, 21757697, 21772125, 21832049, 21873635, 21886795, 21898481, 21957484, 22024722, 22102278, 22150439, 22237752, 22238310, 22298773, 22308310, 22338054, 22351752, 22418956, 22573479, 22629140, 22660413, 22672327, 22673509, 22680042, 22686587, 22714920, 22745764, 22766978, 22899717, 22905270, 22936802, 22939629, 22994707, 23066085, 23144729, 23206733, 23289672, 23331867, 23395182, 23408834, 23431957, 23504321, 23511033, 23545927, 23546957, 23553620, 23570784, 23576506, 23728345, 23729443, 23824909, 23888783, 23988031, 23991032, 24029663, 24045542, 24145151, 24222257, 24283919, 24388357, 24392029, 24424718, 24524203, 24529757, 24549646, 24656090, 24751902, 24762495, 24956062, 24957789, 24970903, 24982376, 25017879, 25063885, 25115297, 25120060, 25147801, 25198673, 25202019, 25236603, 25267953, 25273930, 25274915, 25321193, 25344834, 25353275, 25361632, 25404732, 25462564, 25512478, 25589885, 25662098, 25665578, 25732677, 25757215, 25830352, 25891890, 25972509, 26057450, 26076711, 26191180, 26210886, 26259043, 26289843, 26350464, 26460958, 26513873, 26514209, 26526579, 26561776, 26729247, 26852939, 26909794, 26953518, 26972718, 27299886, 27305940, 27434331, 27472156, 27556509, 27578500, 27758044, 27819680, 27838471, 27930836, 28077445, 28107214, 28270211, 28351285, 28382590, 28514442, 28574293, 28579548, 28585128, 28843664, 29212806, 29216821, 29355516, 29467282, 29484435, 29509190, 29601451, 29628317, 29798960, 29850393, 29905671, 29936329, 29956739, 29976229, 30065348, 30151336, 30275097, 30379102, 30578753, 30639242, 30679164, 30738694, 30826971, 30918400, 31042409, 31145753, 31173301, 31327090, 31393853, 31401177, 31439945, 31527615, 31540870, 31543446, 31562188, 31608721, 31619273, 31622242, 31673058, 31695352, 31797997, 31827001, 31843086, 31976021, 31980649, 32019488, 32046458, 32124938, 32234892, 32274708, 32274735, 32329146, 32367652, 32388727, 32432735, 32485953, 32530114, 32597227, 32621878, 32623935, 32707033, 32812461, 32814053, 32845501, 32897364, 32898003, 32977498, 32978505, 33047116, 33195694, 33197893, 33402482, 33512430, 33567345, 33595099, 33634586, 33692439, 33741039, 33893369, 33932696, 33961781, 34069441, 34070901, 34212822, 34343643, 34400721, 34445387, 34578329, 34590569, 34638892, 34671356, 34699846, 34861818, 34879094, 34990821, 35183674, 35297817, 35584326, 35587107, 35704700, 35917973, 35997115, 36088392, 36089417, 36131221, 36215168, 36244648, 36479675, 36510963, 36524421, 36730554, 36980251, 37542221, 37596305, 37784173, 37907515, 37957867, 38011327"
ENSG00000249715	90342	FER1L5	26	NotFound	1.133218099	NotFound	NotFound	no	-	0	8	-	"11181995, 12477932, 16344560, 21873635, 21926972, 30021884, 31182584, 32393512"
ENSG00000157551	3772	KCNJ15	25	0.358699342	NotFound	NotFound	NotFound	no	-	0	33	-	"8995301, 9037601, 9299242, 9647694, 9882736, 10479680, 10830953, 11306656, 11804844, 11927671, 12477932, 14702039, 15068243, 15123239, 15489334, 16344560, 16382105, 17122384, 17185339, 18029348, 18391953, 19420109, 20085713, 21873635, 22566534, 23595124, 26108660, 26449415, 27100087, 32052303, 32296183, 33802862, 33961781"
ENSG00000080845	22839	DLGAP4	21	-0.216695145	NotFound	NotFound	NotFound	yes	OpenTargets	1	40	37186176	"9115257, 10231032, 10521485, 10527873, 11780052, 12477932, 14702039, 15146197, 16169070, 16275660, 16344560, 16751776, 17474147, 18854154, 19041681, 19086053, 21139048, 21653829, 21873635, 21900206, 22510267, 22658674, 24986922, 26496610, 29117863, 30021884, 30194290, 31871319, 32296183, 33230102, 33845483, 33961781, 34079125, 34299191, 35337019, 35831314, 36215168, 36396671, 37615249, 37822284"
ENSG00000114541	23150	FRMD4B	-20	0.636327268	NotFound	NotFound	NotFound	no	-	0	20	-	"10231032, 11445584, 12477932, 14702039, 15489334, 17903296, 19913121, 20124441, 20190752, 20379614, 20628086, 20718813, 21873635, 23580065, 26673895, 27521426, 33961781, 34079125, 34672954, 35914814"
ENSG00000226609		SNX30-DT	23	0.864859421	NotFound	NotFound	NotFound	no	-	0	0	-	
ENSG00000126860	2123	EVI2A	24	0.886853866	NotFound	NotFound	NotFound	no	-	0	23	-	"1639383, 1719426, 1899288, 1903357, 2114220, 2117565, 2117566, 2134734, 8889548, 12477932, 15489334, 16344560, 17632510, 18976975, 21832049, 21988832, 25109740, 26186194, 28514442, 31774019, 32296183, 32733620, 33961781"
ENSG00000267454	386758	ZNF582-DT	23	NotFound	NotFound	NotFound	twas	no	-	0	1	-	12477932
ENSG00000146592	9586	CREB5	26	0.70155554	NotFound	NotFound	NotFound	yes	OpenTargets	5	64	"37323142, PMC10264581, 37600516, 25705681, 37064375"	"8378084, 8440710, 9847074, 11329013, 12477932, 12690205, 12853948, 14702039, 15489334, 17452356, 18519826, 18839057, 19056867, 19240061, 19274049, 20080650, 20379614, 21441570, 21516116, 21666788, 21873635, 22837378, 23128233, 24047446, 24639526, 24981860, 24999758, 25076032, 25184681, 25416956, 25422887, 25436638, 25609649, 26186194, 26496610, 26972000, 27107012, 27138288, 28160548, 28473536, 28514442, 29180619, 29509190, 29844126, 29872149, 29996942, 30100398, 30395767, 31747605, 32296183, 32755048, 32843066, 33961781, 33979311, 34186245, 34197731, 35271311, 35550030, 36003063, 36087301, 36565037, 37337149, 37816820, 37996058"
ENSG00000179796	116135	LRRC3B	-23	NotFound	-0.830214581	NotFound	NotFound	no	-	0	21	-	"11076863, 12477932, 12975309, 15489334, 15489336, 16344560, 16381901, 18377727, 18757430, 18815942, 21873635, 22101383, 22321817, 22889411, 24839112, 26276358, 27118644, 32296183, 33961781, 36724073, 36798137"
ENSG00000278963			24	0.428591126	NotFound	NotFound	NotFound	no	-	0	0	-	
ENSG00000004799	5166	PDK4	24	NotFound	0.914369176	NotFound	NotFound	no	-	0	103	-	"7499431, 8125298, 8798399, 9787110, 11001762, 11485553, 11486000, 11701428, 11978179, 12145475, 12477932, 12573248, 12582211, 12606505, 12676647, 12690205, 12853948, 14702039, 14966024, 15047604, 15489334, 15516373, 15581486, 15618316, 15721319, 15776585, 15955060, 16344560, 16757381, 17652214, 17669420, 18468620, 18519799, 18658136, 18660489, 20715114, 20877624, 21852536, 21873635, 21883960, 21904029, 22019269, 22020285, 23050013, 23842279, 24837562, 25164809, 25311062, 25609694, 25794976, 26469385, 26506419, 26560812, 26728993, 27001465, 27181711, 27456128, 27456910, 27641336, 28003426, 28208156, 28514442, 28594398, 28814762, 29128353, 30021884, 30093112, 30342991, 30868666, 31099942, 31106493, 31330194, 31351920, 31595421, 31809757, 32216839, 32296183, 32323921, 32390009, 32444598, 32707033, 32856615, 33221963, 33257740, 33626342, 33739370, 33763657, 33819358, 33961781, 34165388, 34252986, 34370552, 34817334, 35080746, 36154586, 36259412, 36635027, 37098796, 37224504, 37385224, 37737961, 37863991, 38096914"
ENSG00000273015		LINC00938	-20	0.266204882	NotFound	NotFound	NotFound	yes	RNAdisease	1	0	35173238	
ENSG00000263934		SNORD3A	-20	-1.576951962	NotFound	NotFound	NotFound	yes	OpenTargets	1	0	23349890	
ENSG00000224738			26	0.440893442	NotFound	NotFound	NotFound	no	-	0	0	-	
ENSG00000170075	9283	GPR37L1	42	-0.30879508	NotFound	NotFound	NotFound	yes	OpenTargets	1	23	33208571	"8125298, 9539149, 12477932, 15489334, 20237496, 20360844, 20517885, 21873635, 23382219, 23690594, 24749734, 27072655, 28688853, 30021884, 30423289, 32296183, 32357304, 33203955, 33649602, 34100078, 34533400, 35914814, 36430934"
ENSG00000178038	259173	ALS2CL	24	-0.495479078	NotFound	NotFound	NotFound	no	-	0	12	-	"8889548, 12477932, 14702039, 15388334, 16344560, 17239822, 20657180, 21873635, 23425335, 32296183, 33961781, 35559673"
ENSG00000185022	23764	MAFF	23	NotFound	-0.858777942	1.4136	NotFound	yes	OpenTargets	1	56	33488846	"8107826, 8816476, 8932385, 10527846, 10591208, 11036080, 11772409, 12477932, 12490281, 14702039, 15489334, 16169070, 16344560, 16371591, 16549056, 19274049, 19723544, 20211142, 20360068, 21873635, 21988832, 23332764, 23661758, 23737527, 24118457, 24140708, 24981860, 26186194, 26496610, 27052415, 28192407, 28473536, 28514442, 28986522, 29459360, 29757260, 30669188, 30804502, 32339354, 32393512, 32416067, 32694731, 32911434, 33488846, 33626882, 33897412, 33961781, 33980595, 34262028, 34591642, 35013218, 35256949, 35748872, 35944360, 36380368, 36424410"
ENSG00000107281	56654	NPDC1	28	-0.216937076	NotFound	NotFound	NotFound	yes	OpenTargets	1	25	30025813	"7878019, 8125298, 9181131, 10970871, 11042687, 11245976, 12477932, 14702039, 15229225, 15489334, 15563841, 16189514, 17577209, 21988832, 22396535, 25416956, 26186194, 28514442, 29117863, 30388101, 32296183, 32513696, 33961781, 35337019, 35563538"
ENSG00000286480			-21	0.615401719	NotFound	NotFound	NotFound	no	-	0	0	-	
ENSG00000109610	6649	SOD3	-25	NotFound	-0.979236955	NotFound	NotFound	yes	OpenTargets	1	218	31601079	"1477980, 1505778, 2106874, 2276747, 3476950, 6541229, 7662997, 7959763, 8034674, 8546689, 8694786, 8864862, 8889548, 9699963, 10329680, 11299047, 11861638, 12052468, 12126755, 12475988, 12477932, 12663605, 12815947, 12830380, 12885586, 14592844, 14619883, 14662715, 14704872, 14736885, 14975589, 15044467, 15166009, 15223067, 15489334, 15528465, 15761197, 15869407, 15899505, 15990193, 16014615, 16100289, 16335952, 16344560, 16371425, 16399992, 16467073, 16469315, 16540901, 16611809, 16792821, 16809550, 16842247, 16899934, 17023265, 17070542, 17296902, 17601350, 17646272, 17679946, 17717013, 17937792, 18160848, 18165226, 18314536, 18385137, 18599502, 18676680, 18682580, 18703790, 18720901, 18726685, 18948423, 18971527, 18977241, 19016244, 19108943, 19170196, 19200140, 19213780, 19242068, 19289127, 19318538, 19390575, 19423521, 19423540, 19488773, 19495415, 19505917, 19526392, 19533864, 19625176, 19636420, 19692168, 19705749, 19789190, 19811392, 19913121, 19933216, 19948975, 20079429, 20226522, 20237496, 20406964, 20438785, 20452482, 20477822, 20485444, 20514411, 20551380, 20576801, 20600835, 20628086, 20673035, 20673868, 20800603, 20966810, 21077177, 21077778, 21080077, 21351093, 21362472, 21473702, 21493784, 21554548, 21621610, 21641397, 21781513, 21873635, 21957979, 22064654, 22132904, 22217996, 22313459, 22432908, 22816678, 22836756, 22958044, 23027624, 23160801, 23241403, 23289810, 23318435, 23376485, 23377640, 23533145, 23620962, 23638916, 23977988, 23979608, 24038157, 24146173, 24155217, 24509158, 24658925, 24922645, 25085920, 25130429, 25326578, 25332062, 25358638, 25416956, 25496033, 25634994, 25644107, 25749103, 25751262, 25855220, 25894370, 26006040, 26901385, 26912083, 27068509, 27084770, 27233998, 27241145, 27272114, 27394172, 27559042, 27966735, 28216675, 28351182, 28878123, 29029079, 29047081, 29168020, 29422508, 29577557, 29921412, 29940351, 30206983, 30303710, 30581152, 30654942, 31030600, 31415712, 31474628, 31564855, 31680537, 32034489, 32156518, 32296183, 32323565, 32450567, 32508251, 32709094, 32750295, 32807413, 32934887, 33184249, 33879836, 33961781, 34758947, 35266053, 35271779, 35312591, 36606688, 38141889"
ENSG00000084453	6579	SLCO1A2	33	0.718337787	NotFound	NotFound	NotFound	yes	OpenTargets	1	66	22685416	"7557095, 9007731, 9328325, 9398014, 9539145, 10779507, 10873595, 11238933, 12477932, 14579113, 15553237, 15632119, 15832500, 16344560, 18466105, 18695635, 19010908, 19129463, 19414484, 19890249, 19901119, 19913121, 20051929, 20379614, 20416077, 20560925, 20628086, 20635135, 20837016, 21133891, 21486766, 21508937, 21633340, 21685912, 21849517, 21873635, 22020285, 22124880, 22203093, 22474172, 22509823, 22864060, 23243220, 23918469, 24671357, 24728453, 24825069, 25132355, 25387129, 25560245, 25924632, 26146896, 27777271, 28532671, 28975866, 29306656, 29549185, 29986742, 30348897, 32304147, 32597704, 33387348, 34585840, 34823432, 35307651, 36116173"
ENSG00000186377	260293	CYP4X1	-37	NotFound	-0.82336498	NotFound	NotFound	no	-	0	17	-	"12176035, 12477932, 12975309, 14702039, 15128046, 15489334, 15797250, 18549450, 21873635, 25595103, 26186194, 28514442, 30032116, 30755683, 31091453, 33961781, 36517590"
ENSG00000139629	11226	GALNT6	34	0.864068217	NotFound	NotFound	NotFound	no	-	0	40	-	"8125298, 10464263, 12477932, 12506059, 14702039, 15489334, 16303743, 16344560, 18854599, 19287074, 20379614, 21472136, 21873635, 21988832, 27035742, 27237318, 27659430, 28053144, 28110670, 28388560, 28514442, 28668893, 28668894, 29187600, 29509190, 29844132, 30021884, 30208353, 31071912, 31586073, 31894262, 31932717, 32393740, 32409323, 32559179, 32814053, 33961781, 34108663, 34473204, 34857952"
ENSG00000070882	26031	OSBPL3	27	NotFound	-0.973123621	NotFound	NotFound	no	-	0	77	-	"9734811, 9847074, 10588946, 11483621, 11568019, 11735225, 12477932, 12590732, 12690205, 12853948, 14593528, 15324660, 15489334, 15778465, 16143324, 17353931, 17428193, 17979178, 18270267, 18854154, 19322201, 19946888, 20379614, 21873635, 22190034, 22658674, 23028956, 23428468, 23830809, 24453475, 24885147, 25447204, 25544563, 26186194, 26496610, 26812496, 26972000, 27173435, 28514442, 28675297, 28718761, 29299163, 29395067, 30018135, 30110629, 30344098, 30804502, 31056421, 31091453, 31586073, 31659255, 31753913, 31871319, 32234213, 32239614, 32296183, 32819557, 32824360, 32877691, 32989298, 33644029, 33857182, 33961781, 34079125, 34584127, 35271311, 35337019, 35850772, 36215168, 36244648, 36517805, 36543142, 36781118, 36931259, 37550605, 37740130, 37827155"
